,vi_tri_xep_hang,nghe_si,ten_bai_hat,vi_tri_cao_nhat,vi_tri_tuan_truoc,so_tuan_tren_bang_xep_hang,luot_nghe,bai_hat_moi,thay_doi_thu_hang,nhom_luot_nghe,do_ben
4824,25,"Rvssian, Rauw Alejandro, Ayra Starr",Santa,14,23,9,20849974,False,-2,Rất cao,Trung hạn
4825,26,Harry Styles,As It Was,1,30,116,20535184,False,4,Rất cao,Dài hạn
4826,27,Benson Boone,Slow It Down,27,33,13,19967768,False,6,Rất cao,Dài hạn
4827,28,Dasha,Austin (Boots Stop Workin'),20,28,15,19892942,False,0,Rất cao,Dài hạn
4828,29,Zach Bryan,Pink Skies,21,27,4,18558657,False,-2,Rất cao,Ngắn hạn
4829,30,The Neighbourhood,Sweater Weather,19,37,199,18423443,False,7,Rất cao,Dài hạn
4830,31,Mark Ambor,Belong Together,19,32,12,18419336,False,1,Rất cao,Trung hạn
4831,32,"Feid, ATL Jacob",LUNA,9,31,28,17876388,False,-1,Rất cao,Dài hạn
4832,33,Cris Mj,SI NO ES CONTIGO,33,36,4,17533099,False,3,Rất cao,Ngắn hạn
4833,34,Lord Huron,The Night We Met,28,45,87,17294312,False,11,Rất cao,Dài hạn
4834,35,Arctic Monkeys,I Wanna Be Yours,15,42,102,17245164,False,7,Rất cao,Dài hạn
4835,36,"Luis R Conriquez, Neton Vega",Si No Quieres No,28,34,10,17187521,False,-2,Rất cao,Trung hạn
4836,37,Taylor Swift,I Can Do It With a Broken Heart,5,35,9,17164905,False,-2,Rất cao,Trung hạn
4837,38,Feid,SORRY 4 THAT MUCH,38,70,2,16666887,False,32,Rất cao,Ngắn hạn
4838,39,Vance Joy,Riptide,30,48,175,16369154,False,9,Rất cao,Dài hạn
4839,40,Billie Eilish,WILDFLOWER,15,29,5,16342547,False,-11,Rất cao,Trung hạn
4840,41,Noah Kahan,Stick Season,6,44,37,16233371,False,3,Rất cao,Dài hạn
4841,42,SZA,Saturn,17,43,17,16177554,False,1,Rất cao,Dài hạn
4842,43,Sabrina Carpenter,Feather,34,66,29,16090774,False,23,Rất cao,Dài hạn
4843,44,"Oscar Maydon, Junior H",Volver Al Futuro,44,46,3,16004954,False,2,Rất cao,Ngắn hạn
4844,45,Coldplay,Yellow,36,53,183,15827563,False,8,Rất cao,Dài hạn
4845,46,"David Guetta, OneRepublic",I Don't Wanna Wait,46,51,10,15622830,False,5,Rất cao,Trung hạn
4846,47,Tate McRae,greedy,1,47,40,15438235,False,0,Rất cao,Dài hạn
4847,48,Bruno Mars,Locked out of Heaven,39,54,106,15298965,False,6,Rất cao,Dài hạn
4848,49,"Travis Scott, Playboi Carti",FE!N (feat. Playboi Carti),5,49,40,15211082,False,0,Rất cao,Dài hạn
4849,50,"Future, Metro Boomin, Kendrick Lamar",Like That,4,40,13,14941261,False,-10,Cao,Dài hạn
4850,51,"Jung Kook, Latto",Seven (feat. Latto) (Explicit Ver.),1,41,49,14891147,False,-10,Cao,Dài hạn
4851,52,ILLIT,Magnetic,11,50,13,14794805,False,-2,Cao,Dài hạn
4852,53,Jimin,Like Crazy,15,52,65,14787823,False,-1,Cao,Dài hạn
4853,54,Billie Eilish,BLUE,17,38,5,14673275,False,-16,Cao,Trung hạn
4854,55,Billie Eilish,L’AMOUR DE MA VIE,19,39,5,14567710,False,-16,Cao,Trung hạn
4855,56,Sabrina Carpenter,Nonsense,17,74,74,14417275,False,18,Cao,Dài hạn
4856,57,"Tyler, The Creator, Kali Uchis",See You Again (feat. Kali Uchis),16,57,69,14103650,False,0,Cao,Dài hạn
4857,58,SZA,Kill Bill,1,58,80,14000053,False,0,Cao,Dài hạn
4858,59,Miley Cyrus,Flowers,1,55,75,13991542,False,-4,Cao,Dài hạn
4859,60,Tom Odell,Another Love,15,61,167,13853114,False,1,Cao,Dài hạn
4860,61,Mitski,My Love Mine All Mine,3,59,39,13637178,False,-2,Cao,Dài hạn
4861,62,Bruno Mars,Just the Way You Are,39,68,76,13477972,False,6,Cao,Dài hạn
4862,63,Richy Mitch & The Coal Miners,Evergreen,40,65,23,13379042,False,2,Cao,Dài hạn
4863,64,Manuel Turizo,La Bachata,4,80,103,13295214,False,16,Cao,Dài hạn
4864,65,SZA,Snooze,27,67,78,13097682,False,2,Cao,Dài hạn
4865,66,Jung Kook,Never Let Go,21,21,2,12889705,False,-45,Cao,Ngắn hạn
4866,67,"Jaxomy, Agatino Romero, Raffaella Carrà",Pedro,29,56,10,12825814,False,-11,Cao,Trung hạn
4867,68,"Zach Bryan, Kacey Musgraves",I Remember Everything (feat. Kacey Musgraves),20,81,43,12813061,False,13,Cao,Dài hạn
4868,69,Gracie Abrams,Close To You,60,60,2,12654886,False,-9,Cao,Ngắn hạn
4869,70,Michael Marcagi,Scared To Start,25,71,20,12641087,False,1,Cao,Dài hạn
4870,71,"Myke Towers, Bad Bunny",ADIVINO,20,64,8,12637037,False,-7,Cao,Trung hạn
4871,72,CYRIL,Stumblin' In,72,72,13,12595561,False,0,Cao,Dài hạn
4872,73,"The Weeknd, Daft Punk",Starboy,1,69,194,12595083,False,-4,Cao,Dài hạn
4873,74,Ariana Grande,the boy is mine,11,88,11,12593444,False,14,Cao,Trung hạn
4874,75,Jung Kook,Standing Next to You,1,62,32,12193863,False,-13,Cao,Dài hạn
4875,76,The Weeknd,Blinding Lights,1,79,238,12185100,False,3,Cao,Dài hạn
4876,77,Eminem,Without Me,31,63,143,12068478,False,-14,Cao,Dài hạn
4877,78,Hotel Ugly,Shut up My Moms Calling,78,83,76,11853465,False,5,Cao,Dài hạn
4878,79,"Natanael Cano, Oscar Maydon",Madonna,18,73,15,11676759,False,-6,Cao,Dài hạn
4879,80,Tinashe,Nasty,80,123,2,11487789,False,43,Cao,Ngắn hạn
4880,81,Glass Animals,Heat Waves,1,139,175,11474186,False,58,Cao,Dài hạn
4881,82,Creedence Clearwater Revival,Have You Ever Seen The Rain,82,90,44,11444654,False,8,Cao,Dài hạn
4882,83,"David Guetta, Bebe Rexha",I'm Good (Blue),2,102,95,11424541,False,19,Cao,Dài hạn
4883,84,The Walters,I Love You So,21,100,110,11422546,False,16,Cao,Dài hạn
4884,85,SZA,Nobody Gets Me,12,103,22,11387705,False,18,Cao,Dài hạn
4885,86,"Future, Metro Boomin, Travis Scott, Playboi Carti",Type Shit,11,75,13,11357446,False,-11,Cao,Dài hạn
4886,87,OneRepublic,I Ain't Worried,7,120,107,11335146,False,33,Cao,Dài hạn
4887,88,The Goo Goo Dolls,Iris,88,104,42,11302120,False,16,Cao,Dài hạn
4888,89,Taylor Swift,Down Bad,2,78,9,11270304,False,-11,Cao,Trung hạn
4889,90,Journey,Don't Stop Believin' (2022 Remaster),90,95,16,11225857,False,5,Trung bình,Dài hạn
4890,91,"Don Omar, Lucenzo",Danza Kuduro,91,136,39,11216899,False,45,Trung bình,Dài hạn
4891,92,Taylor Swift,Guilty as Sin?,14,84,9,11191864,False,-8,Trung bình,Trung hạn
4892,93,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,1,106,289,11100300,False,13,Trung bình,Dài hạn
4893,94,"The Chainsmokers, Coldplay",Something Just Like This,2,108,212,11045800,False,14,Trung bình,Dài hạn
4894,95,Lewis Capaldi,Someone You Loved,4,82,284,10978576,False,-13,Trung bình,Dài hạn
4895,96,Beyoncé,TEXAS HOLD 'EM,2,91,19,10939193,False,-5,Trung bình,Dài hạn
4896,97,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),1,128,145,10894365,False,31,Trung bình,Dài hạn
4897,98,James Arthur,Say You Won't Let Go,7,89,311,10847183,False,-9,Trung bình,Dài hạn
4898,99,Harry Styles,Watermelon Sugar,4,141,219,10761710,False,42,Trung bình,Dài hạn
4899,100,"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",Can't Hold Us (feat. Ray Dalton),86,98,119,10741788,False,-2,Trung bình,Dài hạn
4900,101,The Weeknd,Die For You,12,114,123,10725980,False,13,Trung bình,Dài hạn
4901,102,Natasha Bedingfield,Unwritten,16,99,23,10725224,False,-3,Trung bình,Dài hạn
4902,103,"cassö, RAYE, D-Block Europe",Prada,17,109,44,10699432,False,6,Trung bình,Dài hạn
4903,104,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",3,133,49,10681281,False,29,Trung bình,Dài hạn
4904,105,Lithe,Fall Back,76,76,5,10650493,False,-29,Trung bình,Trung hạn
4905,106,Chappell Roan,HOT TO GO!,106,-1,1,10640925,True,-107,Trung bình,Ngắn hạn
4906,107,One Direction,Night Changes,79,94,86,10598175,False,-13,Trung bình,Dài hạn
4907,108,OneRepublic,Counting Stars,86,124,166,10570938,False,16,Trung bình,Dài hạn
4908,109,The Police,Every Breath You Take,77,107,132,10545325,False,-2,Trung bình,Dài hạn
4909,110,Gunna,fukumean,9,117,43,10510043,False,7,Trung bình,Dài hạn
4910,111,aespa,Armageddon,78,110,3,10501703,False,-1,Trung bình,Ngắn hạn
4911,112,Tyla,Water,12,113,39,10499994,False,1,Trung bình,Dài hạn
4912,113,"French Montana, Swae Lee",Unforgettable,3,116,94,10356700,False,3,Trung bình,Dài hạn
4913,114,Linkin Park,In the End,22,119,50,10302786,False,5,Trung bình,Dài hạn
4914,115,Frank Ocean,Pink + White,69,127,57,10300230,False,12,Trung bình,Dài hạn
4915,116,Morgan Wallen,Last Night,14,132,69,10288089,False,16,Trung bình,Dài hạn
4916,117,Coldplay,Viva La Vida,53,135,95,10279353,False,18,Trung bình,Dài hạn
4917,118,Chappell Roan,Red Wine Supernova,118,188,2,10262844,False,70,Trung bình,Ngắn hạn
4918,119,"Ram Sampath, Arijit Singh, Prashant Pandey","Sajni (From ""Laapataa Ladies"")",115,115,5,10246291,False,-4,Trung bình,Trung hạn
4919,120,Kendrick Lamar,euphoria,4,92,8,10233712,False,-28,Trung bình,Trung hạn
4920,121,Hozier,Take Me To Church,108,155,146,10170872,False,34,Trung bình,Dài hạn
4921,122,V,Love Me Again,11,126,45,10159628,False,4,Trung bình,Dài hạn
4922,123,Xavi,La Diabla,1,134,28,10150489,False,11,Trung bình,Dài hạn
4923,124,aespa,Supernova,49,85,5,10091614,False,-39,Trung bình,Trung hạn
4924,125,Coldplay,A Sky Full of Stars,125,143,7,10053747,False,18,Trung bình,Trung hạn
4925,126,Charli xcx,360,126,145,2,10033139,False,19,Trung bình,Ngắn hạn
4926,127,Dua Lipa,Training Season,15,121,18,10022699,False,-6,Trung bình,Dài hạn
4927,128,"Disturbed, CYRIL",The Sound of Silence - CYRIL Remix,106,125,10,10014722,False,-3,Trung bình,Trung hạn
4928,129,"Bad Bunny, Feid",PERRO NEGRO,4,101,36,10005022,False,-28,Trung bình,Dài hạn
4929,130,Ruth B.,Dandelions,34,137,146,9979078,False,7,Trung bình,Dài hạn
4930,131,"KAROL G, Peso Pluma",QLONA,5,105,45,9973465,False,-26,Trung bình,Dài hạn
4931,132,"DJ TOPO, Seu Jorge, Mc Leozin, MC G15",MTG QUEM NÃO QUER SOU EU,49,87,5,9965947,False,-45,Trung bình,Trung hạn
4932,133,Lana Del Rey,Summertime Sadness,83,142,97,9963982,False,9,Trung bình,Dài hạn
4933,134,Arctic Monkeys,505,43,162,128,9949857,False,28,Trung bình,Dài hạn
4934,135,Billie Eilish,THE GREATEST,20,86,5,9903301,False,-49,Trung bình,Trung hạn
4935,136,"Billie Eilish, Khalid",lovely (with Khalid),24,131,322,9880406,False,-5,Trung bình,Dài hạn
4936,137,Tommy Richman,DEVIL IS A LIE,137,-1,1,9863036,True,-138,Trung bình,Ngắn hạn
4937,138,"Drake, Wizkid, Kyla",One Dance,12,111,199,9840851,False,-27,Trung bình,Dài hạn
4938,139,Plan B,Es un Secreto,129,140,33,9836886,False,1,Trung bình,Dài hạn
4939,140,Keane,Somewhere Only We Know,80,156,87,9811301,False,16,Trung bình,Dài hạn
4940,141,David Kushner,Daylight,5,138,62,9788393,False,-3,Trung bình,Dài hạn
4941,142,The Outfield,Your Love,142,152,8,9767569,False,10,Trung bình,Trung hạn
4942,143,Doja Cat,Paint The Town Red,1,148,46,9748777,False,5,Trung bình,Dài hạn
4943,144,"dj sv, Doug Hits, Manim Vaqueiro",Mtg Forró e Desmantelo,144,181,2,9709174,False,37,Trung bình,Ngắn hạn
4944,145,The Killers,Mr. Brightside,94,157,129,9665647,False,12,Thấp,Dài hạn
4945,146,Taylor Swift,Who’s Afraid of Little Old Me?,12,122,9,9634150,False,-24,Thấp,Trung hạn
4946,147,"Pitbull, AFROJACK, Ne-Yo, Nayer",Give Me Everything (feat. Nayer),127,150,6,9616570,False,3,Thấp,Trung hạn
4947,148,Gunna,one of wun,56,93,6,9614699,False,-55,Thấp,Trung hạn
4948,149,AC/DC,Highway to Hell,149,174,14,9607189,False,25,Thấp,Dài hạn
4949,150,Tears For Fears,Everybody Wants To Rule The World,91,165,91,9541741,False,15,Thấp,Dài hạn
4950,151,Eminem,Mockingbird,24,130,84,9524690,False,-21,Thấp,Dài hạn
4951,152,Ariana Grande,intro (end of the world),25,170,15,9518115,False,18,Thấp,Dài hạn
4952,153,Linkin Park,Numb,34,196,25,9512707,False,43,Thấp,Dài hạn
4953,154,Olivia Rodrigo,vampire,1,158,51,9508584,False,4,Thấp,Dài hạn
4954,155,d4vd,Romantic Homicide,17,-1,86,9503293,True,-156,Thấp,Dài hạn
4955,156,Cigarettes After Sex,Apocalypse,79,161,101,9467360,False,5,Thấp,Dài hạn
4956,157,Miguel,Sure Thing,14,160,66,9463483,False,3,Thấp,Dài hạn
4957,158,"¥$, Kanye West, Ty Dolla $ign",CARNIVAL,2,118,19,9463057,False,-40,Thấp,Dài hạn
4958,159,"Rihanna, Calvin Harris",We Found Love,59,175,68,9454980,False,16,Thấp,Dài hạn
4959,160,"Shakira, Wyclef Jean",Hips Don't Lie (feat. Wyclef Jean),160,195,10,9444696,False,35,Thấp,Trung hạn
4960,161,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",Move,161,-1,1,9441435,True,-162,Thấp,Ngắn hạn
4961,162,Maki,Dilaw,162,-1,1,9416609,True,-163,Thấp,Ngắn hạn
4962,163,"FloyyMenor, Lewis Somes",APAGA EL CEL,96,96,3,9411854,False,-67,Thấp,Ngắn hạn
4963,164,TV Girl,Lovers Rock,100,190,52,9396323,False,26,Thấp,Dài hạn
4964,165,WALK THE MOON,Shut Up and Dance,159,197,7,9326270,False,32,Thấp,Trung hạn
4965,166,Don Toliver,BANDIT,83,-1,5,9308338,True,-167,Thấp,Trung hạn
4966,167,Imagine Dragons,Demons,111,200,82,9298810,False,33,Thấp,Dài hạn
4967,168,"Luísa Sonza, KayBlack",Sagrado Profano,168,-1,1,9145503,True,-169,Thấp,Ngắn hạn
4968,169,"Kendrick Lamar, SZA",All The Stars (with SZA),2,173,55,9143680,False,4,Thấp,Dài hạn
4969,170,Dua Lipa,Houdini,6,169,32,9121700,False,-1,Thấp,Dài hạn
4970,171,Luke Combs,The Man He Sees in Me,171,-1,1,9089456,True,-172,Thấp,Ngắn hạn
4971,172,21 Savage,redrum,8,129,23,9077776,False,-43,Thấp,Dài hạn
4972,173,Travis Scott,goosebumps,13,163,252,9049535,False,-10,Thấp,Dài hạn
4973,174,"Alvaro Diaz, Feid",GATITAS SANDUNGUERAS - VOL.1,77,77,4,9048904,False,-97,Thấp,Ngắn hạn
4974,175,"Calle 24, Chino Pacas, Fuerza Regida",Que Onda,16,164,41,9045481,False,-11,Thấp,Dài hạn
4975,176,"Morgan Wallen, ERNEST",Cowgirls (feat. ERNEST),176,182,2,9033901,False,6,Thấp,Ngắn hạn
4976,177,"The Weeknd, Playboi Carti, Madonna",Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),12,171,55,9025355,False,-6,Thấp,Dài hạn
4977,178,Zach Bryan,Something in the Orange,57,146,76,9020198,False,-32,Thấp,Dài hạn
4978,179,Imagine Dragons,Believer,16,189,380,8985420,False,10,Thấp,Dài hạn
4979,180,Dominic Fike,Babydoll,158,187,8,8982545,False,7,Thấp,Trung hạn
4980,181,Fuerza Regida,TÚ NAME,55,176,16,8931075,False,-5,Thấp,Dài hạn
4981,182,The White Stripes,Seven Nation Army,146,151,6,8908004,False,-31,Thấp,Trung hạn
4982,183,"Earth, Wind & Fire",September,132,-1,13,8903606,True,-184,Thấp,Dài hạn
4983,184,Billie Eilish,THE DINER,23,97,5,8900270,False,-87,Thấp,Trung hạn
4984,185,"Dimitri Vegas & Like Mike, Tiësto, Dido, W&W, Dimitri Vegas, Like Mike",Thank You (Not So Bad),160,192,14,8882985,False,7,Thấp,Dài hạn
4985,186,"Kygo, Ava Max",Whatever,91,184,22,8853134,False,-2,Thấp,Dài hạn
4986,187,NewJeans,How Sweet,85,166,4,8825414,False,-21,Thấp,Ngắn hạn
4987,188,Artemas,if u think i'm pretty,52,-1,9,8783616,True,-189,Thấp,Trung hạn
4988,189,XXXTENTACION,Revenge,63,167,60,8781232,False,-22,Thấp,Dài hạn
4989,190,"Coolio, L.V.",Gangsta's Paradise,40,-1,75,8771031,True,-191,Thấp,Dài hạn
4990,191,Jack Harlow,Lovin On Me,3,168,32,8767566,False,-23,Thấp,Dài hạn
4991,192,AC/DC,You Shook Me All Night Long,192,-1,1,8758183,True,-193,Thấp,Ngắn hạn
4992,193,KAROL G,AMARGURA,53,177,57,8753766,False,-16,Thấp,Dài hạn
4993,194,Eminem,The Real Slim Shady,51,149,124,8738397,False,-45,Thấp,Dài hạn
4994,195,Isabel LaRosa,Favorite,68,159,11,8714320,False,-36,Thấp,Trung hạn
4995,196,"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,4,-1,137,8670072,True,-197,Thấp,Dài hạn
4996,197,Billie Eilish,SKINNY,16,112,5,8651841,False,-85,Thấp,Trung hạn
4997,198,Avicii,Wake Me Up,13,-1,98,8617182,True,-199,Thấp,Dài hạn
4998,199,"Young Miko, Feid",offline,68,147,10,8603642,False,-52,Thấp,Trung hạn
4999,200,Calvin Harris,Summer,195,-1,2,8571921,True,-201,Thấp,Ngắn hạn
5000,1,Sabrina Carpenter,Please Please Please,1,1,3,70220721,False,0,Rất cao,Ngắn hạn
5001,2,Sabrina Carpenter,Espresso,1,2,11,67947430,False,0,Rất cao,Trung hạn
5002,3,Billie Eilish,BIRDS OF A FEATHER,3,3,6,58000773,False,0,Rất cao,Trung hạn
5003,4,Kendrick Lamar,Not Like Us,2,12,8,42725899,False,8,Rất cao,Trung hạn
5004,5,"FloyyMenor, Cris Mj",Gata Only,3,5,20,41692353,False,0,Rất cao,Dài hạn
5005,6,Tommy Richman,MILLION DOLLAR BABY,1,4,9,41356504,False,-2,Rất cao,Trung hạn
5006,7,Benson Boone,Beautiful Things,1,7,23,35543210,False,0,Rất cao,Dài hạn
5007,8,Hozier,Too Sweet,2,6,14,35307126,False,-2,Rất cao,Dài hạn
5008,9,Shaboozey,A Bar Song (Tipsy),7,9,11,35285917,False,0,Rất cao,Trung hạn
5009,10,"Post Malone, Morgan Wallen",I Had Some Help (Feat. Morgan Wallen),3,10,7,34811837,False,0,Rất cao,Trung hạn
5010,11,Chappell Roan,"Good Luck, Babe!",11,18,11,34769208,False,7,Rất cao,Trung hạn
5011,12,Eminem,Houdini,2,8,4,29813868,False,-4,Rất cao,Ngắn hạn
5012,13,Artemas,i like the way you kiss me,1,14,14,28849758,False,1,Rất cao,Dài hạn
5013,14,Billie Eilish,LUNCH,1,11,6,28174825,False,-3,Rất cao,Trung hạn
5014,15,Trueno,REAL GANGSTA LOVE,13,13,4,27391459,False,-2,Rất cao,Ngắn hạn
5015,16,KAROL G,Si Antes Te Hubiera Conocido,16,-1,1,25138247,True,-17,Rất cao,Ngắn hạn
5016,17,Djo,End of Beginning,3,19,19,24756505,False,2,Rất cao,Dài hạn
5017,18,Teddy Swims,Lose Control,5,16,33,24697348,False,-2,Rất cao,Dài hạn
5018,19,Ariana Grande,we can't be friends (wait for your love),1,17,16,24276857,False,-2,Rất cao,Dài hạn
5019,20,"Taylor Swift, Post Malone",Fortnight (feat. Post Malone),1,22,10,23768623,False,2,Rất cao,Trung hạn
5020,21,Myles Smith,Stargazing,18,20,7,23621524,False,-1,Rất cao,Trung hạn
5021,22,Billie Eilish,CHIHIRO,5,15,6,22578506,False,-7,Rất cao,Trung hạn
5022,23,Taylor Swift,Cruel Summer,2,23,73,22324220,False,0,Rất cao,Dài hạn
5023,24,Harry Styles,As It Was,1,26,117,22264883,False,2,Rất cao,Dài hạn
5024,25,"Central Cee, Lil Baby",BAND4BAND (feat. Lil Baby),13,21,5,21280537,False,-4,Rất cao,Trung hạn
5025,26,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",3,24,38,20674236,False,-2,Rất cao,Dài hạn
5026,27,Dasha,Austin (Boots Stop Workin'),20,28,16,20283148,False,1,Rất cao,Dài hạn
5027,28,"Rvssian, Rauw Alejandro, Ayra Starr",Santa,14,25,10,19835803,False,-3,Rất cao,Trung hạn
5028,29,"Feid, ATL Jacob",LUNA,9,32,29,19054863,False,3,Rất cao,Dài hạn
5029,30,The Neighbourhood,Sweater Weather,19,30,200,18501455,False,0,Rất cao,Dài hạn
5030,31,Mark Ambor,Belong Together,19,31,13,17956938,False,0,Rất cao,Dài hạn
5031,32,Bruno Mars,Locked out of Heaven,32,48,107,16980753,False,16,Rất cao,Dài hạn
5032,33,Arctic Monkeys,I Wanna Be Yours,15,35,103,16942834,False,2,Rất cao,Dài hạn
5033,34,"David Guetta, OneRepublic",I Don't Wanna Wait,34,46,11,16889224,False,12,Rất cao,Trung hạn
5034,35,Coldplay,Yellow,35,45,184,16856901,False,10,Rất cao,Dài hạn
5035,36,Lord Huron,The Night We Met,28,34,88,16692630,False,-2,Rất cao,Dài hạn
5036,37,"Post Malone, Blake Shelton",Pour Me A Drink (Feat. Blake Shelton),37,-1,1,16570654,True,-38,Rất cao,Ngắn hạn
5037,38,Taylor Swift,I Can Do It With a Broken Heart,5,37,10,16457283,False,-1,Rất cao,Trung hạn
5038,39,Benson Boone,Slow It Down,27,27,14,16346181,False,-12,Rất cao,Dài hạn
5039,40,Sabrina Carpenter,Feather,34,43,30,16230347,False,3,Rất cao,Dài hạn
5040,41,"Future, Metro Boomin, Kendrick Lamar",Like That,4,50,14,16204403,False,9,Rất cao,Dài hạn
5041,42,Vance Joy,Riptide,30,39,176,16087874,False,-3,Rất cao,Dài hạn
5042,43,Sabrina Carpenter,Nonsense,17,56,75,15521371,False,13,Rất cao,Dài hạn
5043,44,Jimin,Like Crazy,15,53,66,15421128,False,9,Rất cao,Dài hạn
5044,45,Cris Mj,SI NO ES CONTIGO,33,33,5,15254159,False,-12,Rất cao,Trung hạn
5045,46,Noah Kahan,Stick Season,6,41,38,15245531,False,-5,Rất cao,Dài hạn
5046,47,"Gracie Abrams, Taylor Swift",us. (feat. Taylor Swift),47,-1,1,15163955,True,-48,Rất cao,Ngắn hạn
5047,48,"Luis R Conriquez, Neton Vega",Si No Quieres No,28,36,11,15149123,False,-12,Rất cao,Trung hạn
5048,49,SZA,Saturn,17,42,18,14973593,False,-7,Cao,Dài hạn
5049,50,"Travis Scott, Playboi Carti",FE!N (feat. Playboi Carti),5,49,41,14755593,False,-1,Cao,Dài hạn
5050,51,SZA,Kill Bill,1,58,81,14744880,False,7,Cao,Dài hạn
5051,52,Feid,SORRY 4 THAT MUCH,38,38,3,14555355,False,-14,Cao,Ngắn hạn
5052,53,Tommy Richman,DEVIL IS A LIE,53,137,2,14524944,False,84,Cao,Ngắn hạn
5053,54,Tate McRae,greedy,1,47,41,14366789,False,-7,Cao,Dài hạn
5054,55,Bruno Mars,Just the Way You Are,39,62,77,14287187,False,7,Cao,Dài hạn
5055,56,"Jung Kook, Latto",Seven (feat. Latto) (Explicit Ver.),1,51,50,14279092,False,-5,Cao,Dài hạn
5056,57,Chappell Roan,HOT TO GO!,57,106,2,14277554,False,49,Cao,Ngắn hạn
5057,58,Miley Cyrus,Flowers,1,59,76,14244358,False,1,Cao,Dài hạn
5058,59,"Tyler, The Creator, Kali Uchis",See You Again (feat. Kali Uchis),16,57,70,14167595,False,-2,Cao,Dài hạn
5059,60,Ariana Grande,the boy is mine,11,74,12,13811177,False,14,Cao,Trung hạn
5060,61,Billie Eilish,WILDFLOWER,15,40,6,13772092,False,-21,Cao,Trung hạn
5061,62,Zach Bryan,Pink Skies,21,29,5,13615232,False,-33,Cao,Trung hạn
5062,63,Manuel Turizo,La Bachata,4,64,104,13601335,False,1,Cao,Dài hạn
5063,64,CYRIL,Stumblin' In,64,72,14,13459835,False,8,Cao,Dài hạn
5064,65,ILLIT,Magnetic,11,52,14,13448128,False,-13,Cao,Dài hạn
5065,66,Richy Mitch & The Coal Miners,Evergreen,40,63,24,13275632,False,-3,Cao,Dài hạn
5066,67,Gracie Abrams,Close To You,60,69,3,12940513,False,2,Cao,Ngắn hạn
5067,68,Tom Odell,Another Love,15,60,168,12920864,False,-8,Cao,Dài hạn
5068,69,"Jaxomy, Agatino Romero, Raffaella Carrà",Pedro,29,67,11,12884039,False,-2,Cao,Trung hạn
5069,70,SZA,Snooze,27,65,79,12598696,False,-5,Cao,Dài hạn
5070,71,"Oscar Maydon, Junior H",Volver Al Futuro,44,44,4,12585203,False,-27,Cao,Ngắn hạn
5071,72,"The Weeknd, Daft Punk",Starboy,1,73,195,12559426,False,1,Cao,Dài hạn
5072,73,"Myke Towers, Bad Bunny",ADIVINO,20,71,9,12468388,False,-2,Cao,Trung hạn
5073,74,Michael Marcagi,Scared To Start,25,70,21,12460655,False,-4,Cao,Dài hạn
5074,75,"Mustard, Travis Scott",Parking Lot,75,-1,1,12448530,True,-76,Cao,Ngắn hạn
5075,76,The Weeknd,Blinding Lights,1,76,239,12426529,False,0,Cao,Dài hạn
5076,77,Billie Eilish,BLUE,17,54,6,12406541,False,-23,Cao,Trung hạn
5077,78,Mitski,My Love Mine All Mine,3,61,40,12380067,False,-17,Cao,Dài hạn
5078,79,Billie Eilish,L’AMOUR DE MA VIE,19,55,6,12270496,False,-24,Cao,Trung hạn
5079,80,Chappell Roan,Red Wine Supernova,80,118,3,12240214,False,38,Cao,Ngắn hạn
5080,81,"Zach Bryan, Kacey Musgraves",I Remember Everything (feat. Kacey Musgraves),20,68,44,12141546,False,-13,Cao,Dài hạn
5081,82,OneRepublic,I Ain't Worried,7,87,108,12086845,False,5,Cao,Dài hạn
5082,83,"The Chainsmokers, Coldplay",Something Just Like This,2,94,213,12015201,False,11,Cao,Dài hạn
5083,84,"Peso Pluma, Natanael Cano, Gabito Ballesteros",VINO TINTO,84,-1,1,11695506,True,-85,Cao,Ngắn hạn
5084,85,Tinashe,Nasty,80,80,3,11621287,False,-5,Cao,Ngắn hạn
5085,86,Coldplay,feelslikeimfallinginlove - Single Version,86,-1,1,11576144,True,-87,Cao,Ngắn hạn
5086,87,Harry Styles,Watermelon Sugar,4,99,220,11541506,False,12,Cao,Dài hạn
5087,88,The Walters,I Love You So,21,84,111,11447764,False,-4,Cao,Dài hạn
5088,89,Eminem,Without Me,31,77,144,11443896,False,-12,Cao,Dài hạn
5089,90,Creedence Clearwater Revival,Have You Ever Seen The Rain,82,82,45,11433260,False,-8,Cao,Dài hạn
5090,91,"David Guetta, Bebe Rexha",I'm Good (Blue),2,83,96,11362058,False,-8,Cao,Dài hạn
5091,92,"Don Omar, Lucenzo",Danza Kuduro,91,91,40,11336952,False,-1,Cao,Dài hạn
5092,93,The Goo Goo Dolls,Iris,88,88,43,11332676,False,-5,Cao,Dài hạn
5093,94,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,1,93,290,11300327,False,-1,Cao,Dài hạn
