,vi_tri_xep_hang,nghe_si,ten_bai_hat,vi_tri_cao_nhat,vi_tri_tuan_truoc,so_tuan_tren_bang_xep_hang,luot_nghe,bai_hat_moi,thay_doi_thu_hang,nhom_luot_nghe,do_ben
8047,48,Linkin Park,Heavy Is the Crown,15,15,3,15130601,False,-33,Rất cao,Ngắn hạn
8048,49,"Tito Double P, Chino Pacas",ESCAPATE,49,65,5,14944030,False,16,Cao,Trung hạn
8049,50,The Goo Goo Dolls,Iris,40,51,58,14778960,False,1,Cao,Dài hạn
8050,51,girl in red,we fell in love in october,51,91,19,14553382,False,40,Cao,Dài hạn
8051,52,Linkin Park,Numb,24,35,32,14510227,False,-17,Cao,Dài hạn
8052,53,Benson Boone,Slow It Down,27,56,29,14403958,False,3,Cao,Dài hạn
8053,54,"Sevdaliza, Pabllo Vittar, Yseult",Alibi (with Pabllo Vittar & Yseult),12,60,15,14322352,False,6,Cao,Dài hạn
8054,55,*NSYNC,Bye Bye Bye - From Deadpool and Wolverine Soundtrack,10,45,11,14242205,False,-10,Cao,Trung hạn
8055,56,SZA,Kill Bill,1,55,96,14236574,False,-1,Cao,Dài hạn
8056,57,Mitski,My Love Mine All Mine,3,57,55,14220290,False,0,Cao,Dài hạn
8057,58,Coldplay,Viva La Vida,31,71,111,14212205,False,13,Cao,Dài hạn
8058,59,Shakira,Soltera,59,108,2,14083855,False,49,Cao,Ngắn hạn
8059,60,The Walters,I Love You So,21,75,126,14022876,False,15,Cao,Dài hạn
8060,61,Kapo,UWAIE,19,52,8,14016615,False,-9,Cao,Trung hạn
8061,62,Linkin Park,In the End,22,78,61,13935671,False,16,Cao,Dài hạn
8062,63,"Hanumankind, Kalmi",Big Dawgs,7,46,11,13712263,False,-17,Cao,Trung hạn
8063,64,Sabrina Carpenter,Juno,23,64,7,13705346,False,0,Cao,Trung hạn
8064,65,Tom Odell,Another Love,15,67,183,13588126,False,2,Cao,Dài hạn
8065,66,"Luis R Conriquez, Neton Vega",Si No Quieres No,28,77,26,13441050,False,11,Cao,Dài hạn
8066,67,Frank Ocean,Pink + White,67,84,73,13339571,False,17,Cao,Dài hạn
8067,68,Fuerza Regida,NEL,55,72,9,13321118,False,4,Cao,Trung hạn
8068,69,Vance Joy,Riptide,30,112,191,13304067,False,43,Cao,Dài hạn
8069,70,Cigarettes After Sex,Apocalypse,70,74,117,13238710,False,4,Cao,Dài hạn
8070,71,Bruno Mars,When I Was Your Man,38,61,102,13217600,False,-10,Cao,Dài hạn
8071,72,Noah Kahan,Stick Season,6,73,53,13172337,False,1,Cao,Dài hạn
8072,73,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",Move,19,63,17,13124914,False,-10,Cao,Dài hạn
8073,74,Travis Scott,goosebumps,13,142,261,13121770,False,68,Cao,Dài hạn
8074,75,"Rvssian, Rauw Alejandro, Ayra Starr",Santa,14,111,25,13071668,False,36,Cao,Dài hạn
8075,76,Billie Eilish,CHIHIRO,5,66,21,13043372,False,-10,Cao,Dài hạn
8076,77,Sabrina Carpenter,Good Graces,11,58,7,13007458,False,-19,Cao,Trung hạn
8077,78,"The Weeknd, Daft Punk",Starboy,1,59,210,12820200,False,-19,Cao,Dài hạn
8078,79,The Weeknd,Blinding Lights,1,69,254,12685167,False,-10,Cao,Dài hạn
8079,80,"The Chainsmokers, Coldplay",Something Just Like This,2,68,228,12684055,False,-12,Cao,Dài hạn
8080,81,Coldplay,Yellow,19,29,199,12586893,False,-52,Cao,Dài hạn
8081,82,Miley Cyrus,Flowers,1,128,91,12336561,False,46,Cao,Dài hạn
8082,83,Bruno Mars,It Will Rain,83,170,2,12324979,False,87,Cao,Ngắn hạn
8083,84,Bruno Mars,Just the Way You Are,39,87,92,12297160,False,3,Cao,Dài hạn
8084,85,Lewis Capaldi,Someone You Loved,4,89,300,12261726,False,4,Cao,Dài hạn
8085,86,Eminem,Mockingbird,24,171,92,12261690,False,85,Cao,Dài hạn
8086,87,The Police,Every Breath You Take,77,95,148,12195389,False,8,Cao,Dài hạn
8087,88,"Blessd, Ovy On The Drums",Mírame,38,85,15,12187497,False,-3,Cao,Dài hạn
8088,89,Billie Eilish,LUNCH,1,79,21,12028374,False,-10,Cao,Dài hạn
8089,90,Dasha,Austin (Boots Stop Workin'),20,54,31,12022672,False,-36,Cao,Dài hạn
8090,91,Bruno Mars,Locked out of Heaven,32,94,122,11920927,False,3,Cao,Dài hạn
8091,92,Anuv Jain,Jo Tum Mere Ho,82,86,4,11886162,False,-6,Cao,Ngắn hạn
8092,93,Journey,Don't Stop Believin' (2022 Remaster),89,98,32,11765543,False,5,Cao,Dài hạn
8093,94,Eminem,Without Me,31,120,159,11700434,False,26,Cao,Dài hạn
8094,95,Hotel Ugly,Shut up My Moms Calling,78,107,92,11623433,False,12,Cao,Dài hạn
8095,96,Mark Ambor,Belong Together,19,97,28,11590594,False,1,Cao,Dài hạn
8096,97,Ed Sheeran,Shape of You,1,193,335,11509053,False,96,Cao,Dài hạn
8097,98,Odetari,KEEP UP,75,80,4,11505833,False,-18,Cao,Ngắn hạn
8098,99,Harry Styles,As It Was,1,99,132,11444797,False,0,Cao,Dài hạn
8099,100,Sabrina Carpenter,Nonsense,17,93,90,11443494,False,-7,Cao,Dài hạn
8100,101,The Weeknd,Die For You,12,82,139,11297670,False,-19,Cao,Dài hạn
8101,102,Tate McRae,It's ok I'm ok,30,76,4,11186401,False,-26,Trung bình,Ngắn hạn
8102,103,Chappell Roan,Pink Pony Club,64,83,15,11174565,False,-20,Trung bình,Dài hạn
8103,104,Cris Mj,SI NO ES CONTIGO,33,109,20,11120599,False,5,Trung bình,Dài hạn
8104,105,Tate McRae,greedy,1,123,56,11075788,False,18,Trung bình,Dài hạn
8105,106,KATSEYE,Touch,100,105,6,11053375,False,-1,Trung bình,Trung hạn
8106,107,SZA,Snooze,27,-1,85,11034616,True,-108,Trung bình,Dài hạn
8107,108,Ed Sheeran,Perfect,4,149,367,10999447,False,41,Trung bình,Dài hạn
8108,109,Hozier,Take Me To Church,108,110,162,10933292,False,1,Trung bình,Dài hạn
8109,110,Radiohead,Creep,110,115,46,10926724,False,5,Trung bình,Dài hạn
8110,111,Jordan Adetunji,KEHLANI,36,101,16,10894484,False,-10,Trung bình,Dài hạn
8111,112,Arctic Monkeys,505,43,90,144,10890303,False,-22,Trung bình,Dài hạn
8112,113,Julión Álvarez y su Norteño Banda,Rey Sin Reina,57,81,4,10872228,False,-32,Trung bình,Ngắn hạn
8113,114,"LISA, ROSALÍA",New Woman (feat. ROSALÍA),9,62,8,10872227,False,-52,Trung bình,Trung hạn
8114,115,Alphaville,Forever Young,54,100,12,10841261,False,-15,Trung bình,Trung hạn
8115,116,"David Guetta, OneRepublic",I Don't Wanna Wait,34,103,26,10832674,False,-13,Trung bình,Dài hạn
8116,117,Surf Curse,Disco,109,126,6,10830797,False,9,Trung bình,Trung hạn
8117,118,"Billie Eilish, Khalid",lovely (with Khalid),24,96,338,10820125,False,-22,Trung bình,Dài hạn
8118,119,"Taylor Swift, Post Malone",Fortnight (feat. Post Malone),1,102,25,10812294,False,-17,Trung bình,Dài hạn
8119,120,Coldplay,Sparks,120,168,18,10791795,False,48,Trung bình,Dài hạn
8120,121,Coldplay,A Sky Full of Stars,83,178,20,10761953,False,57,Trung bình,Dài hạn
8121,122,The Weeknd,Dancing In The Flames,13,70,4,10732934,False,-52,Trung bình,Ngắn hạn
8122,123,"Oscar Maydon, Fuerza Regida",Tu Boda,123,-1,1,10694064,True,-124,Trung bình,Ngắn hạn
8123,124,Bernadya,Satu Bulan,48,88,9,10679406,False,-36,Trung bình,Trung hạn
8124,125,Jung Kook,Standing Next to You,1,106,48,10591682,False,-19,Trung bình,Dài hạn
8125,126,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),1,113,161,10563172,False,-13,Trung bình,Dài hạn
8126,127,Gunna,one of wun,56,155,17,10558865,False,28,Trung bình,Dài hạn
8127,128,"Maluma, Carin Leon",Según Quién,17,158,45,10539384,False,30,Trung bình,Dài hạn
8128,129,XXXTENTACION,Revenge,63,184,67,10463408,False,55,Trung bình,Dài hạn
8129,130,One Direction,Night Changes,79,92,102,10455475,False,-38,Trung bình,Dài hạn
8130,131,"KAROL G, Peso Pluma",QLONA,5,124,61,10431620,False,-7,Trung bình,Dài hạn
8131,132,"Zach Bryan, Kacey Musgraves",I Remember Everything (feat. Kacey Musgraves),20,117,59,10431001,False,-15,Trung bình,Dài hạn
8132,133,Eminem,Houdini,2,133,19,10413940,False,0,Trung bình,Dài hạn
8133,134,Linkin Park,Faint,76,104,6,10362880,False,-30,Trung bình,Trung hạn
8134,135,Crowded House,Don't Dream It's Over,135,-1,1,10352804,True,-136,Trung bình,Ngắn hạn
8135,136,Plan B,Es un Secreto,109,144,49,10321010,False,8,Trung bình,Dài hạn
8136,137,"Peso Pluma, Tito Double P",LOS CUADROS,116,150,8,10298342,False,13,Trung bình,Trung hạn
8137,138,Miguel,Sure Thing,14,116,82,10297679,False,-22,Trung bình,Dài hạn
8138,139,Zach Bryan,Pink Skies,21,132,20,10256177,False,-7,Trung bình,Dài hạn
8139,140,OneRepublic,Counting Stars,86,134,182,10211316,False,-6,Trung bình,Dài hạn
8140,141,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",3,154,65,10206371,False,13,Trung bình,Dài hạn
8141,142,V,Love Me Again,11,130,61,10186203,False,-12,Trung bình,Dài hạn
8142,143,Natasha Bedingfield,Unwritten,16,119,39,10164393,False,-24,Trung bình,Dài hạn
8143,144,"Daniel Caesar, H.E.R.",Best Part (feat. H.E.R.),110,151,19,9980019,False,7,Trung bình,Dài hạn
8144,145,"Kendrick Lamar, SZA",All The Stars (with SZA),2,140,71,9975594,False,-5,Trung bình,Dài hạn
8145,146,HUMBE,KINTSUGI,146,-1,1,9970469,True,-147,Trung bình,Ngắn hạn
8146,147,"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",Can't Hold Us (feat. Ray Dalton),86,179,135,9949108,False,32,Trung bình,Dài hạn
8147,148,Ruth B.,Dandelions,34,157,153,9943345,False,9,Trung bình,Dài hạn
8148,149,"French Montana, Swae Lee",Unforgettable,3,131,110,9920530,False,-18,Trung bình,Dài hạn
8149,150,"Maisak, Feid",SE ME OLVIDA,35,147,7,9917150,False,-3,Trung bình,Trung hạn
8150,151,"Drake, Wizkid, Kyla",One Dance,12,135,215,9900965,False,-16,Trung bình,Dài hạn
8151,152,SZA,Saturn,17,137,33,9883938,False,-15,Trung bình,Dài hạn
8152,153,TV Girl,Lovers Rock,100,146,68,9877293,False,-7,Trung bình,Dài hạn
8153,154,Manuel Turizo,La Bachata,4,138,119,9831424,False,-16,Trung bình,Dài hạn
8154,155,Imagine Dragons,Demons,111,136,98,9812982,False,-19,Trung bình,Dài hạn
8155,156,Adele,Easy On Me,1,129,98,9772399,False,-27,Trung bình,Dài hạn
8156,157,"Coolio, L.V.",Gangsta's Paradise,40,-1,88,9764915,True,-158,Trung bình,Dài hạn
8157,158,Junior H,Y LLORO,55,-1,31,9685441,True,-159,Trung bình,Dài hạn
8158,159,Kapo,Ohnana,39,139,12,9677328,False,-20,Trung bình,Trung hạn
8159,160,The Killers,Mr. Brightside,94,156,145,9673524,False,-4,Trung bình,Dài hạn
8160,161,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,1,114,305,9665493,False,-47,Thấp,Dài hạn
8161,162,KAROL G,AMARGURA,53,174,73,9627378,False,12,Thấp,Dài hạn
8162,163,Eminem,The Real Slim Shady,51,-1,125,9622450,True,-164,Thấp,Dài hạn
8163,164,Sabrina Carpenter,Feather,34,143,45,9615463,False,-21,Thấp,Dài hạn
8164,165,Travis Scott,HIGHEST IN THE ROOM,1,118,100,9574026,False,-47,Thấp,Dài hạn
8165,166,Kanye West,Heartless,76,189,43,9571508,False,23,Thấp,Dài hạn
8166,167,Billie Eilish,ocean eyes,101,187,74,9559794,False,20,Thấp,Dài hạn
8167,168,Ed Sheeran,Photograph,41,145,160,9531007,False,-23,Thấp,Dài hạn
8168,169,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),39,-1,53,9520398,True,-170,Thấp,Dài hạn
8169,170,Steve Lacy,Dark Red,66,166,121,9519404,False,-4,Thấp,Dài hạn
8170,171,Bruno Mars,That's What I Like,6,198,113,9476908,False,27,Thấp,Dài hạn
8171,172,Coldplay,feelslikeimfallinginlove,86,-1,3,9467282,True,-173,Thấp,Ngắn hạn
8172,173,Don Toliver,NEW DROP,160,160,2,9462998,False,-13,Thấp,Ngắn hạn
8173,174,"Don Omar, Lucenzo",Danza Kuduro,91,177,54,9451713,False,3,Thấp,Dài hạn
8174,175,Imagine Dragons,Believer,16,152,396,9415450,False,-23,Thấp,Dài hạn
8175,176,Travis Scott,BUTTERFLY EFFECT,38,-1,77,9413115,True,-177,Thấp,Dài hạn
8176,177,Keane,Somewhere Only We Know,80,-1,100,9397539,True,-178,Thấp,Dài hạn
8177,178,Taylor Swift,I Can Do It With a Broken Heart,5,169,25,9396225,False,-9,Thấp,Dài hạn
8178,179,Zach Bryan,Something in the Orange,57,173,92,9393630,False,-6,Thấp,Dài hạn
8179,180,"Earth, Wind & Fire",September,77,122,29,9384708,False,-58,Thấp,Dài hạn
8180,181,Surf Curse,Freaks,55,186,61,9330517,False,5,Thấp,Dài hạn
8181,182,"David Guetta, Bebe Rexha",I'm Good (Blue),2,176,111,9314346,False,-6,Thấp,Dài hạn
8182,183,"A$AP Rocky, Imogen Heap, Clams Casino",I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),183,-1,1,9276419,True,-184,Thấp,Ngắn hạn
8183,184,Coldplay,The Scientist,122,-1,35,9270249,True,-185,Thấp,Dài hạn
8184,185,Fleetwood Mac,Dreams - 2004 Remaster,20,-1,80,9268177,True,-186,Thấp,Dài hạn
8185,186,The Outfield,Your Love,134,167,24,9262548,False,-19,Thấp,Dài hạn
8186,187,Lana Del Rey,Summertime Sadness,83,153,113,9248293,False,-34,Thấp,Dài hạn
8187,188,"Natanael Cano, Oscar Maydon",Giza,186,-1,4,9245314,True,-189,Thấp,Ngắn hạn
8188,189,Adele,Someone Like You,38,182,21,9235960,False,-7,Thấp,Dài hạn
8189,190,Justin Bieber,Ghost,11,188,134,9231088,False,-2,Thấp,Dài hạn
8190,191,Adele,Set Fire to the Rain,61,183,77,9182326,False,-8,Thấp,Dài hạn
8191,192,Charli xcx,Apple,28,125,12,9141975,False,-67,Thấp,Trung hạn
8192,193,Teddy Swims,The Door,121,121,7,9130109,False,-72,Thấp,Trung hạn
8193,194,James Arthur,Say You Won't Let Go,7,164,327,9117489,False,-30,Thấp,Dài hạn
8194,195,Oasis,Wonderwall - Remastered,63,-1,106,9105265,True,-196,Thấp,Dài hạn
8195,196,d4vd,Romantic Homicide,17,191,101,9038088,False,-5,Thấp,Dài hạn
8196,197,Justin Bieber,Love Yourself,62,-1,55,8947621,True,-198,Thấp,Dài hạn
8197,198,Chappell Roan,Red Wine Supernova,80,161,18,8943465,False,-37,Thấp,Dài hạn
8198,199,WALK THE MOON,Shut Up and Dance,154,-1,20,8866731,True,-200,Thấp,Dài hạn
8199,200,Justin Bieber,Sorry,65,-1,32,8826719,True,-201,Thấp,Dài hạn
8200,1,"Lady Gaga, Bruno Mars",Die With A Smile,1,1,9,70141895,False,0,Rất cao,Trung hạn
8201,2,Billie Eilish,BIRDS OF A FEATHER,1,2,22,51948732,False,0,Rất cao,Dài hạn
8202,3,Jimin,Who,1,3,13,40999594,False,0,Rất cao,Dài hạn
8203,4,Sabrina Carpenter,Taste,3,4,8,38054822,False,0,Rất cao,Trung hạn
8204,5,Sabrina Carpenter,Espresso,1,5,27,34159922,False,0,Rất cao,Dài hạn
8205,6,Chappell Roan,"Good Luck, Babe!",6,6,27,32102822,False,0,Rất cao,Dài hạn
8206,7,KAROL G,Si Antes Te Hubiera Conocido,5,8,17,29395031,False,1,Rất cao,Dài hạn
8207,8,"The Weeknd, Playboi Carti",Timeless (feat Playboi Carti),3,7,3,28518248,False,-1,Rất cao,Ngắn hạn
8208,9,Gigi Perez,Sailor Song,9,11,9,27380246,False,2,Rất cao,Trung hạn
8209,10,Sabrina Carpenter,Please Please Please,1,9,19,26553048,False,-1,Rất cao,Dài hạn
8210,11,JENNIE,Mantra,11,-1,1,26368045,True,-12,Rất cao,Ngắn hạn
8211,12,Benson Boone,Beautiful Things,1,10,39,24541380,False,-2,Rất cao,Dài hạn
8212,13,"Omar Courtz, De La Rose",Q U E V A S H A C E R H O Y ?,13,14,3,23510477,False,1,Rất cao,Ngắn hạn
8213,14,Billie Eilish,WILDFLOWER,13,13,22,22681582,False,-1,Rất cao,Dài hạn
8214,15,Sabrina Carpenter,Bed Chem,9,12,8,22100835,False,-3,Rất cao,Trung hạn
8215,16,LISA,Moonlit Floor (Kiss Me),16,22,2,20605634,False,6,Rất cao,Ngắn hạn
8216,17,Teddy Swims,Lose Control,5,23,49,20516765,False,6,Rất cao,Dài hạn
8217,18,Shaboozey,A Bar Song (Tipsy),6,15,27,20457062,False,-3,Rất cao,Dài hạn
8218,19,"Oscar Maydon, Fuerza Regida",Tu Boda,19,123,2,20404911,False,104,Rất cao,Ngắn hạn
8219,20,Gracie Abrams,"I Love You, I'm Sorry",19,19,11,20396186,False,-1,Rất cao,Trung hạn
8220,21,The Neighbourhood,Sweater Weather,16,16,216,20154221,False,-5,Rất cao,Dài hạn
8221,22,Hozier,Too Sweet,2,18,30,19375863,False,-4,Rất cao,Dài hạn
8222,23,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",3,20,54,19088312,False,-3,Rất cao,Dài hạn
8223,24,"Travis Scott, Playboi Carti",FE!N (feat. Playboi Carti),5,24,57,18989041,False,0,Rất cao,Dài hạn
8224,25,Lord Huron,The Night We Met,15,37,104,18913573,False,12,Rất cao,Dài hạn
8225,26,Tito Double P,EL LOKERON,25,25,7,18860202,False,-1,Rất cao,Trung hạn
8226,27,Arctic Monkeys,I Wanna Be Yours,15,21,119,18795460,False,-6,Rất cao,Dài hạn
8227,28,Linkin Park,The Emptiness Machine,6,17,6,18591797,False,-11,Rất cao,Trung hạn
8228,29,Ndotz,Embrace It,28,28,5,17765656,False,-1,Rất cao,Trung hạn
8229,30,"Charli xcx, Billie Eilish",Guess featuring billie eilish,5,30,11,17712225,False,0,Rất cao,Trung hạn
8230,31,"Post Malone, Morgan Wallen",I Had Some Help (Feat. Morgan Wallen),3,27,23,16893803,False,-4,Rất cao,Dài hạn
8231,32,Addison Rae,Diet Pepsi,32,33,7,16600627,False,1,Rất cao,Trung hạn
8232,33,"Peso Pluma, Neton Vega",LA PATRULLA,33,36,17,16480962,False,3,Rất cao,Dài hạn
8233,34,Ariana Grande,we can't be friends (wait for your love),1,32,32,16299789,False,-2,Rất cao,Dài hạn
8234,35,"FloyyMenor, Cris Mj",Gata Only,3,29,36,16256293,False,-6,Rất cao,Dài hạn
8235,36,Chappell Roan,HOT TO GO!,22,34,18,16197758,False,-2,Rất cao,Dài hạn
8236,37,Djo,End of Beginning,3,31,35,16178020,False,-6,Rất cao,Dài hạn
8237,38,"Tito Double P, Peso Pluma",DOS DÍAS,38,38,7,16096602,False,0,Rất cao,Trung hạn
8238,39,Tommy Richman,MILLION DOLLAR BABY,1,44,25,15909720,False,5,Rất cao,Dài hạn
8239,40,Shakira,Soltera,40,59,3,15830929,False,19,Rất cao,Ngắn hạn
8240,41,Artemas,i like the way you kiss me,1,42,30,15530328,False,1,Rất cao,Dài hạn
8241,42,"Tito Double P, Chino Pacas",ESCAPATE,42,49,6,15422950,False,7,Rất cao,Trung hạn
8242,43,FloyyMenor,PELIGROSA,26,26,10,15373715,False,-17,Rất cao,Trung hạn
8243,44,"Jung Kook, Latto",Seven (feat. Latto) (Explicit Ver.),1,39,66,15252121,False,-5,Rất cao,Dài hạn
8244,45,Vance Joy,Riptide,30,69,192,15244739,False,24,Rất cao,Dài hạn
8245,46,"Cris Mj, FloyyMenor, LOUKI",Después De La 1,34,41,5,15207734,False,-5,Rất cao,Trung hạn
8246,47,Taylor Swift,Cruel Summer,2,45,89,15135994,False,-2,Rất cao,Dài hạn
8247,48,"Tyler, The Creator, Kali Uchis",See You Again (feat. Kali Uchis),16,35,86,15003587,False,-13,Cao,Dài hạn
8248,49,Kendrick Lamar,Not Like Us,2,43,24,14878253,False,-6,Cao,Dài hạn
8249,50,"Charli xcx, Ariana Grande",Sympathy is a knife featuring ariana grande,50,-1,1,14799789,True,-51,Cao,Ngắn hạn
8250,51,Myles Smith,Stargazing,16,46,23,14708750,False,-5,Cao,Dài hạn
8251,52,The Kid LAROI,NIGHTS LIKE THIS,42,47,17,14593374,False,-5,Cao,Dài hạn
8252,53,Coldplay,Viva La Vida,31,58,112,14301449,False,5,Cao,Dài hạn
8253,54,The Goo Goo Dolls,Iris,40,50,59,14160133,False,-4,Cao,Dài hạn
8254,55,Mitski,My Love Mine All Mine,3,57,56,14088189,False,2,Cao,Dài hạn
8255,56,"Feid, ATL Jacob",LUNA,9,40,45,13749291,False,-16,Cao,Dài hạn
8256,57,One Direction,Night Changes,57,130,103,13747267,False,73,Cao,Dài hạn
8257,58,Kapo,UWAIE,19,61,9,13643920,False,3,Cao,Trung hạn
8258,59,SZA,Kill Bill,1,56,97,13512307,False,-3,Cao,Dài hạn
8259,60,Benson Boone,Slow It Down,27,53,30,13284733,False,-7,Cao,Dài hạn
8260,61,Linkin Park,In the End,22,62,62,13262855,False,1,Cao,Dài hạn
8261,62,Linkin Park,Numb,24,52,33,13184132,False,-10,Cao,Dài hạn
8262,63,"Sevdaliza, Pabllo Vittar, Yseult",Alibi (with Pabllo Vittar & Yseult),12,54,16,13145898,False,-9,Cao,Dài hạn
8263,64,"The Weeknd, Daft Punk",Starboy,1,78,211,13134231,False,14,Cao,Dài hạn
8264,65,*NSYNC,Bye Bye Bye - From Deadpool and Wolverine Soundtrack,10,55,12,13128699,False,-10,Cao,Trung hạn
8265,66,Sabrina Carpenter,Juno,23,64,8,13076611,False,-2,Cao,Trung hạn
8266,67,Dasha,Austin (Boots Stop Workin'),20,90,32,12943269,False,23,Cao,Dài hạn
8267,68,Cigarettes After Sex,Apocalypse,68,70,118,12866576,False,2,Cao,Dài hạn
8268,69,Tom Odell,Another Love,15,65,184,12830433,False,-4,Cao,Dài hạn
8269,70,Billie Eilish,CHIHIRO,5,76,22,12670630,False,6,Cao,Dài hạn
8270,71,Fuerza Regida,NEL,55,68,10,12659561,False,-3,Cao,Trung hạn
8271,72,Bruno Mars,When I Was Your Man,38,71,103,12632862,False,-1,Cao,Dài hạn
8272,73,Linkin Park,Heavy Is the Crown,15,48,4,12612332,False,-25,Cao,Ngắn hạn
8273,74,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",Move,19,73,18,12490110,False,-1,Cao,Dài hạn
8274,75,Bruno Mars,It Will Rain,75,83,3,12470050,False,8,Cao,Ngắn hạn
8275,76,Anuv Jain,Jo Tum Mere Ho,76,92,5,12388286,False,16,Cao,Trung hạn
8276,77,Noah Kahan,Stick Season,6,72,54,12358575,False,-5,Cao,Dài hạn
8277,78,The Walters,I Love You So,21,60,127,12335184,False,-18,Cao,Dài hạn
8278,79,Coldplay,Yellow,19,81,200,12280136,False,2,Cao,Dài hạn
8279,80,The Weeknd,Blinding Lights,1,79,255,12254536,False,-1,Cao,Dài hạn
8280,81,Bruno Mars,Just the Way You Are,39,84,93,12210735,False,3,Cao,Dài hạn
8281,82,"Luis R Conriquez, Neton Vega",Si No Quieres No,28,66,27,12040896,False,-16,Cao,Dài hạn
8282,83,Bruno Mars,Locked out of Heaven,32,91,123,12011518,False,8,Cao,Dài hạn
8283,84,Eminem,Mockingbird,24,86,93,11872197,False,2,Cao,Dài hạn
8284,85,Eminem,Without Me,31,94,160,11840183,False,9,Cao,Dài hạn
8285,86,girl in red,we fell in love in october,51,51,20,11719313,False,-35,Cao,Dài hạn
8286,87,Miley Cyrus,Flowers,1,82,92,11681911,False,-5,Cao,Dài hạn
8287,88,Travis Scott,goosebumps,13,74,262,11634625,False,-14,Cao,Dài hạn
8288,89,"Rvssian, Rauw Alejandro, Ayra Starr",Santa,14,75,26,11610757,False,-14,Cao,Dài hạn
8289,90,Coldplay,Sparks,90,120,19,11597474,False,30,Cao,Dài hạn
8290,91,"The Chainsmokers, Coldplay",Something Just Like This,2,80,229,11594769,False,-11,Cao,Dài hạn
8291,92,Billie Eilish,LUNCH,1,89,22,11579898,False,-3,Cao,Dài hạn
8292,93,Frank Ocean,Pink + White,67,67,74,11568778,False,-26,Cao,Dài hạn
8293,94,KATSEYE,Touch,94,106,7,11564655,False,12,Cao,Trung hạn
8294,95,The Police,Every Breath You Take,77,87,149,11559004,False,-8,Cao,Dài hạn
8295,96,Sabrina Carpenter,Good Graces,11,77,8,11503370,False,-19,Cao,Trung hạn
8296,97,The Weeknd,Die For You,12,101,140,11494374,False,4,Cao,Dài hạn
8297,98,"Hanumankind, Kalmi",Big Dawgs,7,63,12,11469926,False,-35,Cao,Trung hạn
8298,99,Arctic Monkeys,505,43,112,145,11401427,False,13,Cao,Dài hạn
8299,100,Sabrina Carpenter,Nonsense,17,100,91,11327672,False,0,Cao,Dài hạn
8300,101,Chappell Roan,Pink Pony Club,64,103,16,11256599,False,2,Trung bình,Dài hạn
8301,102,SZA,Snooze,27,107,86,11104571,False,5,Trung bình,Dài hạn
8302,103,Harry Styles,As It Was,1,99,133,11063962,False,-4,Trung bình,Dài hạn
8303,104,Odetari,KEEP UP,75,98,5,11063768,False,-6,Trung bình,Trung hạn
8304,105,Lewis Capaldi,Someone You Loved,4,85,301,11059003,False,-20,Trung bình,Dài hạn
8305,106,Hotel Ugly,Shut up My Moms Calling,78,95,93,11002757,False,-11,Trung bình,Dài hạn
8306,107,Journey,Don't Stop Believin' (2022 Remaster),89,93,33,10907849,False,-14,Trung bình,Dài hạn
8307,108,Coldplay,A Sky Full of Stars,83,121,21,10839750,False,13,Trung bình,Dài hạn
8308,109,"Blessd, Ovy On The Drums",Mírame,38,88,16,10765836,False,-21,Trung bình,Dài hạn
8309,110,Mark Ambor,Belong Together,19,96,29,10738314,False,-14,Trung bình,Dài hạn
8310,111,Tate McRae,greedy,1,105,57,10640064,False,-6,Trung bình,Dài hạn
8311,112,V,Love Me Again,11,142,62,10607890,False,30,Trung bình,Dài hạn
8312,113,Junior H,Y LLORO,55,158,32,10538629,False,45,Trung bình,Dài hạn
8313,114,Ed Sheeran,Shape of You,1,97,336,10505691,False,-17,Trung bình,Dài hạn
8314,115,"Billie Eilish, Khalid",lovely (with Khalid),24,118,339,10503657,False,3,Trung bình,Dài hạn
8315,116,"Zach Bryan, Kacey Musgraves",I Remember Everything (feat. Kacey Musgraves),20,132,60,10493696,False,16,Trung bình,Dài hạn
8316,117,Jordan Adetunji,KEHLANI,36,111,17,10465420,False,-6,Trung bình,Dài hạn
8317,118,Cris Mj,SI NO ES CONTIGO,33,104,21,10412026,False,-14,Trung bình,Dài hạn
8318,119,Radiohead,Creep,110,110,47,10378524,False,-9,Trung bình,Dài hạn
8319,120,Don Toliver,NEW DROP,120,173,3,10348481,False,53,Trung bình,Ngắn hạn
8320,121,"Tito Double P, Grupo Frontera",AY MAMÁ,121,-1,1,10280287,True,-122,Trung bình,Ngắn hạn
8321,122,Ed Sheeran,Perfect,4,108,368,10234216,False,-14,Trung bình,Dài hạn
8322,123,OneRepublic,Counting Stars,86,140,183,10152247,False,17,Trung bình,Dài hạn
