vi_tri_xep_hang,nghe_si,ten_bai_hat,vi_tri_cao_nhat,vi_tri_tuan_truoc,so_tuan_tren_bang_xep_hang,luot_nghe,bai_hat_moi,thay_doi_thu_hang,nhom_luot_nghe,do_ben
59,"Oscar Ortiz, Edgardo Nuñez",FIRST LOVE,41,51,8,13046523,False,-8,Cao,Trung hạn
60,The Weeknd,Die For You,12,67,108,12967864,False,7,Cao,Dài hạn
61,Taylor Swift,Anti-Hero,1,66,72,12957011,False,5,Cao,Dài hạn
62,SZA,Kill Bill,1,60,65,12901100,False,-2,Cao,Dài hạn
63,"Fuerza Regida, Marshmello",HARLEY QUINN,11,59,19,12883274,False,-4,Cao,Dài hạn
64,Jimin,Like Crazy,15,73,50,12873702,False,9,Cao,Dài hạn
65,Coldplay,Yellow,36,58,168,12865105,False,-7,Cao,Dài hạn
66,"Trueno, Nicki Nicole, Bizarrap, Taiu, TATOOL",Mamichula - con Nicki Nicole,37,63,17,12836892,False,-3,Cao,Dài hạn
67,Lewis Capaldi,Someone You Loved,4,64,269,12676942,False,-3,Cao,Dài hạn
68,"cassö, RAYE, D-Block Europe",Prada,17,78,29,12652270,False,10,Cao,Dài hạn
69,"Drake, Sexyy Red, SZA",Rich Baby Daddy (feat. Sexyy Red & SZA),28,62,21,12591585,False,-7,Cao,Dài hạn
70,LE SSERAFIM,EASY,55,55,2,12563212,False,-15,Cao,Ngắn hạn
71,Good Neighbours,Home,68,69,5,12390085,False,-2,Cao,Trung hạn
72,Tom Odell,Another Love,15,76,152,12326372,False,4,Cao,Dài hạn
73,The Neighbourhood,Sweater Weather,19,75,184,12200137,False,2,Cao,Dài hạn
74,Creepy Nuts,Bling-Bang-Bang-Born,57,71,8,12194112,False,-3,Cao,Trung hạn
75,Dua Lipa,Dance The Night - From Barbie The Album,5,72,41,12189965,False,-3,Cao,Dài hạn
76,Travis Scott,MY EYES,15,118,17,12159539,False,42,Cao,Dài hạn
77,Travis Scott,I KNOW ?,14,74,32,12134331,False,-3,Cao,Dài hạn
78,Yeat,Breathe,77,77,3,11993909,False,-1,Cao,Ngắn hạn
79,Cigarettes After Sex,Apocalypse,79,100,86,11956845,False,21,Cao,Dài hạn
80,Michael Marcagi,Scared To Start,80,112,5,11912684,False,32,Cao,Trung hạn
81,Richy Mitch & The Coal Miners,Evergreen,81,83,8,11805464,False,2,Cao,Trung hạn
82,Vance Joy,Riptide,30,38,160,11778484,False,-44,Cao,Dài hạn
83,Taylor Swift,cardigan,1,88,63,11714029,False,5,Cao,Dài hạn
84,"JID, 21 Savage, Baby Tate",Surround Sound (feat. 21 Savage & Baby Tate),34,87,16,11682449,False,3,Cao,Dài hạn
85,Tate McRae,exes,26,81,16,11630324,False,-4,Cao,Dài hạn
86,"Drake, Wizkid, Kyla",One Dance,12,70,184,11556006,False,-16,Cao,Dài hạn
87,"David Guetta, Bebe Rexha",I'm Good (Blue),2,94,80,11538916,False,7,Cao,Dài hạn
88,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,1,85,274,11522460,False,-3,Cao,Dài hạn
89,"Bizarrap, Young Miko","Young Miko: Bzrp Music Sessions, Vol. 58",12,65,8,11506691,False,-24,Cao,Trung hạn
90,Manuel Turizo,La Bachata,4,136,88,11217069,False,46,Trung bình,Dài hạn
91,"Mesita, Nicki Nicole, Tiago PZK, Emilia",Una Foto Remix (feat. Emilia),58,82,8,11204584,False,-9,Trung bình,Trung hạn
92,Frank Ocean,Pink + White,69,90,42,11118645,False,-2,Trung bình,Dài hạn
93,OneRepublic,I Ain't Worried,7,95,92,11114918,False,2,Trung bình,Dài hạn
94,Kanye West,Heartless,76,80,35,11054823,False,-14,Trung bình,Dài hạn
95,Bruno Mars,Just the Way You Are,39,39,62,11015433,False,-56,Trung bình,Dài hạn
96,Creedence Clearwater Revival,Have You Ever Seen The Rain,91,91,29,11003830,False,-5,Trung bình,Dài hạn
97,Taylor Swift,Is It Over Now? (Taylor's Version) (From The Vault),1,98,19,10958920,False,1,Trung bình,Dài hạn
98,KAROL G,AMARGURA,53,104,42,10891875,False,6,Trung bình,Dài hạn
99,a-ha,Take on Me,83,184,29,10848009,False,85,Trung bình,Dài hạn
100,Julión Álvarez y su Norteño Banda,Regalo De Dios,100,106,3,10841491,False,6,Trung bình,Ngắn hạn
101,OneRepublic,Counting Stars,86,107,151,10839514,False,6,Trung bình,Dài hạn
102,"Kygo, Ava Max",Whatever,92,109,7,10735343,False,7,Trung bình,Trung hạn
103,iñigo quintero,Si No Estás,1,93,24,10723874,False,-10,Trung bình,Dài hạn
104,LE SSERAFIM,Smart,104,134,2,10706900,False,30,Trung bình,Ngắn hạn
105,"Rihanna, Calvin Harris",We Found Love,59,114,53,10699717,False,9,Trung bình,Dài hạn
106,Muni Long,Made For Me,106,123,3,10663980,False,17,Trung bình,Ngắn hạn
107,The Police,Every Breath You Take,77,92,117,10640737,False,-15,Trung bình,Dài hạn
108,James Arthur,Say You Won't Let Go,7,182,296,10604210,False,74,Trung bình,Dài hạn
109,The Walters,I Love You So,21,111,95,10559951,False,2,Trung bình,Dài hạn
110,One Direction,Night Changes,108,168,71,10558641,False,58,Trung bình,Dài hạn
111,"Tyler, The Creator, Kali Uchis",See You Again (feat. Kali Uchis),16,105,54,10542844,False,-6,Trung bình,Dài hạn
112,V,Love Me Again,11,108,30,10537525,False,-4,Trung bình,Dài hạn
113,The Goo Goo Dolls,Iris,93,103,32,10489683,False,-10,Trung bình,Dài hạn
114,Justin Bieber,Ghost,11,102,126,10416019,False,-12,Trung bình,Dài hạn
115,Ruth B.,Dandelions,34,-1,131,10277446,True,-116,Trung bình,Dài hạn
116,Hotel Ugly,Shut up My Moms Calling,82,113,61,10257234,False,-3,Trung bình,Dài hạn
117,d4vd,Romantic Homicide,17,115,79,10254124,False,-2,Trung bình,Dài hạn
118,Travis Scott,goosebumps,13,180,237,10237284,False,62,Trung bình,Dài hạn
119,Taylor Swift,Don’t Blame Me,71,121,81,10232118,False,2,Trung bình,Dài hạn
120,Adele,Set Fire to the Rain,61,110,64,10192727,False,-10,Trung bình,Dài hạn
121,Sabrina Carpenter,Nonsense,17,124,59,10095137,False,3,Trung bình,Dài hạn
122,TV Girl,Lovers Rock,100,131,37,10059019,False,9,Trung bình,Dài hạn
123,"Billie Eilish, Khalid",lovely (with Khalid),24,129,307,10058820,False,6,Trung bình,Dài hạn
124,"Pharrell Williams, Miley Cyrus",Doctor (Work It Out) [feat. Miley Cyrus],124,-1,1,10058191,True,-125,Trung bình,Ngắn hạn
125,Eminem,Without Me,31,119,128,10028126,False,-6,Trung bình,Dài hạn
126,"Eugenio Esquivel, Grupo Marca Registrada, Sebastian Esquivel, Los Esquivel",Alucin,60,135,10,9965056,False,9,Trung bình,Trung hạn
127,Zach Bryan,Something in the Orange,57,127,61,9959306,False,0,Trung bình,Dài hạn
128,Bruno Mars,That's What I Like,6,-1,99,9948650,True,-129,Trung bình,Dài hạn
129,Linkin Park,In the End,22,99,35,9926744,False,-30,Trung bình,Dài hạn
130,Morgan Wallen,Last Night,14,133,55,9922391,False,3,Trung bình,Dài hạn
131,Keane,Somewhere Only We Know,80,132,72,9887148,False,1,Trung bình,Dài hạn
132,J. Cole,No Role Modelz,76,130,137,9851218,False,-2,Trung bình,Dài hạn
133,"The Weeknd, Lana Del Rey",Stargirl Interlude,92,96,84,9850211,False,-37,Trung bình,Dài hạn
134,Tears For Fears,Everybody Wants To Rule The World,91,116,76,9820303,False,-18,Trung bình,Dài hạn
135,Imagine Dragons,Demons,111,128,67,9776019,False,-7,Trung bình,Dài hạn
136,Kanye West,Father Stretch My Hands Pt. 1,78,84,14,9749533,False,-52,Trung bình,Dài hạn
137,"¥$, Kanye West, Ty Dolla $ign",FUK SUMN,17,97,4,9746138,False,-40,Trung bình,Ngắn hạn
138,Myke Towers,LALA,1,120,36,9675733,False,-18,Trung bình,Dài hạn
139,Gunna,fukumean,9,125,38,9660498,False,-14,Thấp,Dài hạn
140,Bruno Mars,When I Was Your Man,38,57,79,9616275,False,-83,Thấp,Dài hạn
141,"Jung Kook, Jack Harlow",3D (feat. Jack Harlow),3,122,23,9574867,False,-19,Thấp,Dài hạn
142,"The Chainsmokers, Coldplay",Something Just Like This,2,-1,197,9570767,True,-143,Thấp,Dài hạn
143,"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",Can't Hold Us (feat. Ray Dalton),86,-1,104,9509608,True,-144,Thấp,Dài hạn
144,Taylor Swift,august,11,149,56,9328828,False,5,Thấp,Dài hạn
145,Lil Tecca,500lbs,89,117,20,9326879,False,-28,Thấp,Dài hạn
146,Arctic Monkeys,Why'd You Only Call Me When You're High?,95,148,117,9295286,False,2,Thấp,Dài hạn
147,The Weeknd,Save Your Tears,2,137,164,9281845,False,-10,Thấp,Dài hạn
148,"Jere Klein, Gittobeatz",ANDO,99,143,14,9256154,False,-5,Thấp,Dài hạn
149,Imagine Dragons,Believer,16,150,366,9243910,False,1,Thấp,Dài hạn
150,"Metro Boomin, The Weeknd, 21 Savage",Creepin' (with The Weeknd & 21 Savage),2,141,66,9233572,False,-9,Thấp,Dài hạn
151,"Rema, Selena Gomez",Calm Down (with Selena Gomez),9,152,80,9232597,False,1,Thấp,Dài hạn
152,"Drake, Yeat",IDGAF (feat. Yeat),5,138,22,9195113,False,-14,Thấp,Dài hạn
153,Coldplay,Sparks,153,-1,9,9183083,True,-154,Thấp,Trung hạn
154,Eminem,Mockingbird,24,145,73,9170264,False,-9,Thấp,Dài hạn
155,Lana Del Rey,Summertime Sadness,83,144,82,9169771,False,-11,Thấp,Dài hạn
156,"Xavi, Los Dareyes De La Sierra",Poco A Poco,69,126,11,9158008,False,-30,Thấp,Trung hạn
157,"USHER, Lil Jon, Ludacris",Yeah! (feat. Lil Jon & Ludacris),74,188,4,9156183,False,31,Thấp,Ngắn hạn
158,Ed Sheeran,Perfect,4,157,362,9145949,False,-1,Thấp,Dài hạn
159,Arctic Monkeys,505,43,162,113,9116856,False,3,Thấp,Dài hạn
160,Quevedo,Columbia,7,140,35,9108416,False,-20,Thấp,Dài hạn
161,"Don Omar, Lucenzo",Danza Kuduro,104,159,24,9066585,False,-2,Thấp,Dài hạn
162,Glass Animals,Heat Waves,1,161,163,9052730,False,-1,Thấp,Dài hạn
163,Carin Leon,Primera Cita,21,147,36,9027196,False,-16,Thấp,Dài hạn
164,Harry Styles,Watermelon Sugar,4,-1,204,9021545,True,-165,Thấp,Dài hạn
165,Junior H,Y LLORO,55,153,22,9007121,False,-12,Thấp,Dài hạn
166,Linkin Park,Numb,34,-1,14,8981876,True,-167,Thấp,Dài hạn
167,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),1,155,138,8975508,False,-12,Thấp,Dài hạn
168,Fuerza Regida,TÚ NAME,168,-1,1,8961928,True,-169,Thấp,Ngắn hạn
169,"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,4,170,128,8923987,False,1,Thấp,Dài hạn
170,"French Montana, Swae Lee",Unforgettable,3,-1,79,8902993,True,-171,Thấp,Dài hạn
171,KAROL G,MI EX TENÍA RAZÓN,22,160,27,8867781,False,-11,Thấp,Dài hạn
172,Joost,Europapa,172,-1,1,8867556,True,-173,Thấp,Ngắn hạn
173,"Feid, Young Miko",CLASSY 101,8,156,49,8780432,False,-17,Thấp,Dài hạn
174,"Grupo Frontera, Grupo Firme",EL AMOR DE SU VIDA,47,154,31,8778056,False,-20,Thấp,Dài hạn
175,4batz,act ii: date @ 8,132,-1,5,8767362,True,-176,Thấp,Trung hạn
176,BENNETT,Vois sur ton chemin - Techno Mix,85,-1,17,8700564,True,-177,Thấp,Dài hạn
177,Radiohead,Creep,143,192,33,8694342,False,15,Thấp,Dài hạn
178,Conan Gray,Heather,12,166,152,8651739,False,-12,Thấp,Dài hạn
179,"Kanye West, Dwele",Flashing Lights,121,146,24,8641174,False,-33,Thấp,Dài hạn
180,Arctic Monkeys,Do I Wanna Know?,98,169,127,8635038,False,-11,Thấp,Dài hạn
181,"Peso Pluma, Gabito Ballesteros, Junior H",LADY GAGA,9,151,37,8627175,False,-30,Thấp,Dài hạn
182,"Kendrick Lamar, SZA",All The Stars (with SZA),2,165,46,8577541,False,-17,Thấp,Dài hạn
183,The Weeknd,The Hills,52,167,98,8533665,False,-16,Thấp,Dài hạn
184,"Ofenbach, Norma Jean Martine",Overdrive (feat. Norma Jean Martine),184,190,3,8528867,False,6,Thấp,Ngắn hạn
185,Bad Bunny,MONACO,1,163,21,8448534,False,-22,Thấp,Dài hạn
186,"Calle 24, Chino Pacas",Apaga El Cel,171,178,5,8435553,False,-8,Thấp,Trung hạn
187,Hozier,Take Me To Church,108,198,131,8431966,False,11,Thấp,Dài hạn
188,"Stephen Sanchez, Em Beihold",Until I Found You (with Em Beihold) - Em Beihold Version,10,175,62,8431555,False,-13,Thấp,Dài hạn
189,Steve Lacy,Dark Red,66,197,116,8405996,False,8,Thấp,Dài hạn
190,Maroon 5,Maps,171,171,10,8398328,False,-19,Thấp,Trung hạn
191,New West,Those Eyes,86,181,49,8394748,False,-10,Thấp,Dài hạn
192,Tory Lanez,The Color Violet,70,-1,54,8391351,True,-193,Thấp,Dài hạn
193,"Dimitri Vegas & Like Mike, Tiësto, Dido, W&W, Dimitri Vegas, Like Mike",Thank You (Not So Bad),189,189,2,8364439,False,-4,Thấp,Ngắn hạn
194,Imagine Dragons,Bones,26,200,96,8332846,False,6,Thấp,Dài hạn
195,The Killers,Mr. Brightside,94,-1,125,8271408,True,-196,Thấp,Dài hạn
196,d4vd,Here With Me,14,-1,69,8254383,True,-197,Thấp,Dài hạn
197,Lazza,100 MESSAGGI,197,-1,1,8249034,True,-198,Thấp,Ngắn hạn
198,Miley Cyrus,Angels Like You,24,-1,34,8245378,True,-199,Thấp,Dài hạn
199,Avicii,Wake Me Up,13,187,96,8238827,False,-12,Thấp,Dài hạn
200,Bill Withers,Ain't No Sunshine,200,-1,1,8230254,True,-201,Thấp,Ngắn hạn
1,Ariana Grande,we can't be friends (wait for your love),1,-1,1,55652372,True,-2,Rất cao,Ngắn hạn
2,Benson Boone,Beautiful Things,1,1,8,52771629,False,-1,Rất cao,Trung hạn
3,Djo,End of Beginning,3,3,4,48457061,False,0,Rất cao,Ngắn hạn
4,"¥$, Kanye West, Ty Dolla $ign",CARNIVAL,2,2,5,41902114,False,-2,Rất cao,Trung hạn
5,Tate McRae,greedy,1,4,26,35854155,False,-1,Rất cao,Dài hạn
6,Ariana Grande,"yes, and?",1,30,9,32693139,False,24,Rất cao,Trung hạn
7,Taylor Swift,Cruel Summer,2,6,58,32460049,False,-1,Rất cao,Dài hạn
8,Teddy Swims,Lose Control,7,7,18,31900627,False,-1,Rất cao,Dài hạn
9,Beyoncé,TEXAS HOLD 'EM,2,5,5,29694951,False,-4,Rất cao,Trung hạn
10,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",3,8,23,28353800,False,-2,Rất cao,Dài hạn
11,Ariana Grande,the boy is mine,11,-1,1,27666920,True,-12,Rất cao,Ngắn hạn
12,"FloyyMenor, Cris Mj",Gata Only,12,13,5,27643145,False,1,Rất cao,Trung hạn
13,Ariana Grande,bye,13,-1,1,27015821,True,-14,Rất cao,Ngắn hạn
14,Mitski,My Love Mine All Mine,3,9,25,26069807,False,-5,Rất cao,Dài hạn
15,Ariana Grande,eternal sunshine,15,-1,1,25640457,True,-16,Rất cao,Ngắn hạn
16,Xavi,La Diabla,1,10,14,25620761,False,-6,Rất cao,Dài hạn
17,Noah Kahan,Stick Season,6,11,23,24267687,False,-6,Rất cao,Dài hạn
18,Ariana Grande,supernatural,18,-1,1,23652426,True,-19,Rất cao,Ngắn hạn
19,"Feid, ATL Jacob",LUNA,9,14,14,23120068,False,-5,Rất cao,Dài hạn
20,Ariana Grande,don't wanna break up again,20,-1,1,23023948,True,-21,Rất cao,Ngắn hạn
21,21 Savage,redrum,8,12,9,22964148,False,-9,Rất cao,Trung hạn
22,SZA,Saturn,17,18,3,22157048,False,-4,Rất cao,Ngắn hạn
23,"Travis Scott, Playboi Carti",FE!N (feat. Playboi Carti),5,19,26,22017356,False,-4,Rất cao,Dài hạn
24,Ariana Grande,true story,24,-1,1,21523456,True,-25,Rất cao,Ngắn hạn
25,Ariana Grande,intro (end of the world),25,-1,1,21134707,True,-26,Rất cao,Ngắn hạn
26,Jack Harlow,Lovin On Me,3,15,18,20658105,False,-11,Rất cao,Dài hạn
27,Natasha Bedingfield,Unwritten,16,17,9,20187166,False,-10,Rất cao,Trung hạn
28,Ariana Grande,i wish i hated you,28,-1,1,19417123,True,-29,Rất cao,Ngắn hạn
29,Arctic Monkeys,I Wanna Be Yours,15,20,88,19124209,False,-9,Rất cao,Dài hạn
30,YG Marley,Praise Jah In The Moonlight,13,16,7,18965395,False,-14,Rất cao,Trung hạn
31,Dua Lipa,Houdini,6,22,18,18528287,False,-9,Rất cao,Dài hạn
32,Myke Towers,LA FALDA,24,26,11,18488351,False,-6,Rất cao,Trung hạn
33,Ariana Grande,imperfect for you,33,-1,1,18183455,True,-34,Rất cao,Ngắn hạn
34,Xavi,La Víctima,8,21,16,17682856,False,-13,Rất cao,Dài hạn
35,Tyla,Water,12,27,25,17350528,False,-8,Rất cao,Dài hạn
36,Dua Lipa,Training Season,15,23,4,17145997,False,-13,Rất cao,Ngắn hạn
37,"Bad Bunny, Feid",PERRO NEGRO,4,24,22,17100863,False,-13,Rất cao,Dài hạn
38,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",3,46,35,17087301,False,8,Rất cao,Dài hạn
39,Kenya Grace,Strangers,4,33,28,16843609,False,-6,Rất cao,Dài hạn
40,Lord Huron,The Night We Met,28,29,73,16754218,False,-11,Rất cao,Dài hạn
41,"Jung Kook, Latto",Seven (feat. Latto) (Explicit Ver.),1,28,35,16586701,False,-13,Rất cao,Dài hạn
42,Bryson Tiller,Whatever She Wants,38,38,3,16384038,False,-4,Rất cao,Ngắn hạn
43,Miley Cyrus,Flowers,1,31,61,16228016,False,-12,Rất cao,Dài hạn
44,"KAROL G, Peso Pluma",QLONA,5,32,31,16136739,False,-12,Rất cao,Dài hạn
45,"The Weeknd, Playboi Carti, Madonna",Popular (with Playboi Carti & Madonna),12,25,41,16022952,False,-20,Rất cao,Dài hạn
46,"Zach Bryan, Kacey Musgraves",I Remember Everything (feat. Kacey Musgraves),20,36,29,15963306,False,-10,Rất cao,Dài hạn
47,"The Weeknd, Daft Punk",Starboy,1,34,180,15946215,False,-13,Rất cao,Dài hạn
48,Ariana Grande,Saturn Returns Interlude,48,-1,1,15912093,True,-49,Rất cao,Ngắn hạn
49,Olivia Rodrigo,vampire,1,35,37,15441597,False,-14,Rất cao,Dài hạn
50,"Ariana Grande, Nonna",ordinary things (feat. Nonna),50,-1,1,14784408,True,-51,Cao,Ngắn hạn
51,Michael Marcagi,Scared To Start,51,80,6,14628050,False,29,Cao,Trung hạn
52,Flo Milli,Never Lose Me,25,41,9,14593621,False,-11,Cao,Trung hạn
53,"Natanael Cano, Oscar Maydon",Madonna,53,-1,1,14542868,True,-54,Cao,Ngắn hạn
54,Jung Kook,Standing Next to You,1,45,18,14507998,False,-9,Cao,Dài hạn
55,"4batz, Drake",act ii: date @ 8 (feat. Drake) - remix,55,-1,1,14488042,True,-56,Cao,Ngắn hạn
56,Harry Styles,As It Was,1,43,102,14408951,False,-13,Cao,Dài hạn
57,Doja Cat,Paint The Town Red,1,37,32,14342308,False,-20,Cao,Dài hạn
58,Sabrina Carpenter,Feather,34,51,15,14301268,False,-7,Cao,Dài hạn
59,Rich Amiri,ONE CALL,42,42,7,14273412,False,-17,Cao,Trung hạn
60,Bruno Mars,Locked out of Heaven,39,50,92,14157683,False,-10,Cao,Dài hạn
61,SZA,Snooze,27,39,64,14076209,False,-22,Cao,Dài hạn
62,"Maluma, Carin Leon",Según Quién,17,49,26,14070259,False,-13,Cao,Dài hạn
63,Coldplay,Viva La Vida,53,53,81,13891288,False,-10,Cao,Dài hạn
64,David Kushner,Daylight,5,40,48,13854604,False,-24,Cao,Dài hạn
65,"Calle 24, Chino Pacas, Fuerza Regida",Que Onda,16,56,28,13842685,False,-9,Cao,Dài hạn
66,Jimin,Like Crazy,15,64,51,13606714,False,-2,Cao,Dài hạn
67,"KAROL G, Tiësto",CONTIGO (with Tiësto),28,44,4,13137132,False,-23,Cao,Ngắn hạn
68,Taylor Swift,Lover,2,54,58,13122423,False,-14,Cao,Dài hạn
69,Sophie Ellis-Bextor,Murder On The Dancefloor,13,55,11,13040049,False,-14,Cao,Trung hạn
70,Richy Mitch & The Coal Miners,Evergreen,70,81,9,12859017,False,11,Cao,Trung hạn
71,The Weeknd,Die For You,12,60,109,12807206,False,-11,Cao,Dài hạn
72,Creepy Nuts,Bling-Bang-Bang-Born,57,74,9,12804912,False,2,Cao,Trung hạn
73,The Weeknd,Blinding Lights,1,57,224,12678182,False,-16,Cao,Dài hạn
74,Doja Cat,Agora Hills,16,58,25,12521955,False,-16,Cao,Dài hạn
75,"Fuerza Regida, Marshmello",HARLEY QUINN,11,63,20,12508928,False,-12,Cao,Dài hạn
76,Taylor Swift,Anti-Hero,1,61,73,12429198,False,-15,Cao,Dài hạn
77,Coldplay,Yellow,36,65,169,12389001,False,-12,Cao,Dài hạn
78,Good Neighbours,Home,68,71,6,12357953,False,-7,Cao,Trung hạn
79,"Peso Pluma, Anitta",BELLAKEO,10,47,14,12349419,False,-32,Cao,Dài hạn
80,Lewis Capaldi,Someone You Loved,4,67,270,12294212,False,-13,Cao,Dài hạn
81,SZA,Kill Bill,1,62,66,12065372,False,-19,Cao,Dài hạn
82,Tom Odell,Another Love,15,72,153,12028494,False,-10,Cao,Dài hạn
83,"David Guetta, Bebe Rexha",I'm Good (Blue),2,87,81,11953305,False,4,Cao,Dài hạn
84,LE SSERAFIM,Smart,84,104,3,11947662,False,20,Cao,Ngắn hạn
85,Manuel Turizo,La Bachata,4,90,89,11945057,False,5,Cao,Dài hạn
86,The Neighbourhood,Sweater Weather,19,73,185,11939330,False,-13,Cao,Dài hạn
87,"cassö, RAYE, D-Block Europe",Prada,17,68,30,11915909,False,-19,Cao,Dài hạn
88,"Drake, Sexyy Red, SZA",Rich Baby Daddy (feat. Sexyy Red & SZA),28,69,22,11676440,False,-19,Cao,Dài hạn
89,Cigarettes After Sex,Apocalypse,79,79,87,11617656,False,-10,Cao,Dài hạn
90,"Kali Uchis, Peso Pluma",Igual Que Un Ángel (with Peso Pluma),11,48,9,11608245,False,-42,Cao,Trung hạn
91,"Drake, Wizkid, Kyla",One Dance,12,86,185,11593294,False,-5,Cao,Dài hạn
92,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,1,88,275,11524974,False,-4,Cao,Dài hạn
93,OneRepublic,I Ain't Worried,7,93,93,11427635,False,0,Cao,Dài hạn
94,Travis Scott,I KNOW ?,14,77,33,11406961,False,-17,Cao,Dài hạn
95,Dua Lipa,Dance The Night - From Barbie The Album,5,75,42,11392949,False,-20,Cao,Dài hạn
96,Yeat,Breathe,77,78,4,11289062,False,-18,Cao,Ngắn hạn
97,"¥$, Kanye West, Ty Dolla $ign",BURN,21,52,5,11274579,False,-45,Cao,Trung hạn
98,LE SSERAFIM,EASY,55,70,3,11235252,False,-28,Trung bình,Ngắn hạn
99,Vance Joy,Riptide,30,82,161,11208199,False,-17,Trung bình,Dài hạn
100,Travis Scott,MY EYES,15,76,18,11195607,False,-24,Trung bình,Dài hạn
101,The Walters,I Love You So,21,109,96,11110597,False,8,Trung bình,Dài hạn
102,Taylor Swift,cardigan,1,83,64,11097916,False,-19,Trung bình,Dài hạn
103,"Oscar Ortiz, Edgardo Nuñez",FIRST LOVE,41,59,9,11062976,False,-44,Trung bình,Trung hạn
104,Tate McRae,exes,26,85,17,11050040,False,-19,Trung bình,Dài hạn
105,James Arthur,Say You Won't Let Go,7,108,297,11033550,False,3,Trung bình,Dài hạn
106,Frank Ocean,Pink + White,69,92,43,10964450,False,-14,Trung bình,Dài hạn
107,a-ha,Take on Me,83,99,30,10897291,False,-8,Trung bình,Dài hạn
108,One Direction,Night Changes,108,110,72,10845730,False,2,Trung bình,Dài hạn
109,KAROL G,AMARGURA,53,98,43,10732612,False,-11,Trung bình,Dài hạn
110,"JID, 21 Savage, Baby Tate",Surround Sound (feat. 21 Savage & Baby Tate),34,84,17,10731537,False,-26,Trung bình,Dài hạn
111,Hotel Ugly,Shut up My Moms Calling,82,116,62,10708942,False,5,Trung bình,Dài hạn
112,Sabrina Carpenter,Nonsense,17,121,60,10704189,False,9,Trung bình,Dài hạn
113,OneRepublic,Counting Stars,86,101,152,10672919,False,-12,Trung bình,Dài hạn
114,The Goo Goo Dolls,Iris,93,113,33,10613358,False,-1,Trung bình,Dài hạn
115,"Kygo, Ava Max",Whatever,92,102,8,10504518,False,-13,Trung bình,Trung hạn
116,iñigo quintero,Si No Estás,1,103,25,10487947,False,-13,Trung bình,Dài hạn
117,Kanye West,Heartless,76,94,36,10448950,False,-23,Trung bình,Dài hạn
118,"Tyler, The Creator, Kali Uchis",See You Again (feat. Kali Uchis),16,111,55,10396094,False,-7,Trung bình,Dài hạn
119,Creedence Clearwater Revival,Have You Ever Seen The Rain,91,96,30,10367112,False,-23,Trung bình,Dài hạn
120,Bruno Mars,That's What I Like,6,128,100,10356344,False,8,Trung bình,Dài hạn
121,The Police,Every Breath You Take,77,107,118,10354483,False,-14,Trung bình,Dài hạn
122,V,Love Me Again,11,112,31,10352130,False,-10,Trung bình,Dài hạn
123,"Mesita, Nicki Nicole, Tiago PZK, Emilia",Una Foto Remix (feat. Emilia),58,91,9,10332470,False,-32,Trung bình,Trung hạn
124,Taylor Swift,Is It Over Now? (Taylor's Version) (From The Vault),1,97,20,10316350,False,-27,Trung bình,Dài hạn
125,"Rihanna, Calvin Harris",We Found Love,59,105,54,10305619,False,-20,Trung bình,Dài hạn
126,TV Girl,Lovers Rock,100,122,38,10266228,False,-4,Trung bình,Dài hạn
127,Dasha,Austin (Boots Stop Workin'),127,-1,1,10228356,True,-128,Trung bình,Ngắn hạn
128,Ruth B.,Dandelions,34,115,132,10215547,False,-13,Trung bình,Dài hạn
129,Travis Scott,goosebumps,13,118,238,10205241,False,-11,Trung bình,Dài hạn
130,Zach Bryan,Something in the Orange,57,127,62,10203051,False,-3,Trung bình,Dài hạn
131,Bruno Mars,Just the Way You Are,39,95,63,10192863,False,-36,Trung bình,Dài hạn
132,"The Chainsmokers, Coldplay",Something Just Like This,2,142,198,10178227,False,10,Trung bình,Dài hạn
133,Muni Long,Made For Me,106,106,4,10176380,False,-27,Trung bình,Ngắn hạn
134,"Billie Eilish, Khalid",lovely (with Khalid),24,123,308,10117911,False,-11,Trung bình,Dài hạn
135,Eminem,Without Me,31,125,129,10030815,False,-10,Trung bình,Dài hạn
136,Fuerza Regida,TÚ NAME,136,168,2,10027573,False,32,Trung bình,Ngắn hạn
137,Linkin Park,In the End,22,129,36,9941249,False,-8,Trung bình,Dài hạn
138,"Trueno, Nicki Nicole, Bizarrap, Taiu, TATOOL",Mamichula - con Nicki Nicole,37,66,18,9922268,False,-72,Trung bình,Dài hạn
139,Imagine Dragons,Demons,111,135,68,9873221,False,-4,Trung bình,Dài hạn
140,Justin Bieber,Ghost,11,114,127,9823468,False,-26,Trung bình,Dài hạn
141,"The Weeknd, Lana Del Rey",Stargirl Interlude,92,133,85,9797941,False,-8,Trung bình,Dài hạn
142,Julión Álvarez y su Norteño Banda,Regalo De Dios,100,100,4,9789136,False,-42,Trung bình,Ngắn hạn
